;fecha;CCAA;total_altas;Localizacion;total_fallecidos;total_uci;total_hospitalizados;total_casos;total_fallecidos_diff;total_altas_diff;total_uci_diff;total_hospitalizados_diff;total_casos_diff
1177;2020-04-02;Navarra;278,0;Navarra, Spain;141,0;108,0;1181,0;2682,0;11,0;42,0;4,0;61,0;185,0
1178;2020-04-03;Navarra;294,0;Navarra, Spain;151,0;119,0;1284,0;2836,0;10,0;16,0;11,0;103,0;154,0
1179;2020-04-04;Navarra;311,0;Navarra, Spain;171,0;120,0;1341,0;2972,0;20,0;17,0;1,0;57,0;136,0
1180;2020-04-05;Navarra;334,0;Navarra, Spain;178,0;123,0;1399,0;3073,0;7,0;23,0;3,0;58,0;101,0
1181;2020-04-06;Navarra;380,0;Navarra, Spain;187,0;124,0;1432,0;3231,0;9,0;46,0;1,0;33,0;158,0
1182;2020-04-07;Navarra;421,0;Navarra, Spain;202,0;124,0;1488,0;3355,0;15,0;41,0;0,0;56,0;124,0
1183;2020-04-08;Navarra;450,0;Navarra, Spain;206,0;124,0;1526,0;3467,0;4,0;29,0;0,0;38,0;112,0
1184;2020-04-09;Navarra;462,0;Navarra, Spain;214,0;124,0;1526,0;3575,0;8,0;12,0;0,0;0,0;108,0
1185;2020-04-10;Navarra;560,0;Navarra, Spain;218,0;124,0;1620,0;3748,0;4,0;98,0;0,0;94,0;173,0
1186;2020-04-11;Navarra;603,0;Navarra, Spain;227,0;124,0;1641,0;3817,0;9,0;43,0;0,0;21,0;69,0
1187;2020-04-12;Navarra;650,0;Navarra, Spain;232,0;124,0;1663,0;3969,0;5,0;47,0;0,0;22,0;152,0
1188;2020-04-13;Navarra;695,0;Navarra, Spain;239,0;124,0;1693,0;4092,0;7,0;45,0;0,0;30,0;123,0
1189;2020-04-14;Navarra;730,0;Navarra, Spain;249,0;124,0;1705,0;4150,0;10,0;35,0;0,0;12,0;58,0
1190;2020-04-15;Navarra;808,0;Navarra, Spain;252,0;124,0;1731,0;4246,0;3,0;78,0;0,0;26,0;96,0
1191;2020-04-16;Navarra;845,0;Navarra, Spain;261,0;124,0;1752,0;4348,0;9,0;37,0;0,0;21,0;102,0
1192;2020-04-17;Navarra;892,0;Navarra, Spain;338,0;124,0;1781,0;4433,0;77,0;47,0;0,0;29,0;85,0
1193;2020-04-18;Navarra;954,0;Navarra, Spain;354,0;127,0;1829,0;4579,0;16,0;62,0;3,0;48,0;146,0
1194;2020-04-19;Navarra;992,0;Navarra, Spain;369,0;127,0;1843,0;4656,0;15,0;38,0;0,0;14,0;77,0
1195;2020-04-20;Navarra;1123,0;Navarra, Spain;385,0;128,0;1856,0;4735,0;16,0;131,0;1,0;13,0;79,0
1196;2020-04-21;Navarra;1190,0;Navarra, Spain;397,0;128,0;1877,0;4831,0;12,0;67,0;0,0;21,0;96,0
1197;2020-04-22;Navarra;1316,0;Navarra, Spain;401,0;128,0;1894,0;4958,0;4,0;126,0;0,0;17,0;127,0
1198;2020-04-23;Navarra;1445,0;Navarra, Spain;409,0;129,0;1907,0;5063,0;8,0;129,0;1,0;13,0;105,0
1199;2020-04-24;Navarra;1552,0;Navarra, Spain;417,0;129,0;1915,0;5180,0;8,0;107,0;0,0;8,0;117,0
1200;2020-04-25;Navarra;1737,0;Navarra, Spain;429,0;129,0;1937,0;5274,0;12,0;185,0;0,0;22,0;94,0
1201;2020-04-26;Navarra;1835,0;Navarra, Spain;431,0;129,0;1942,0;5452,0;2,0;98,0;0,0;5,0;178,0
1202;2020-04-27;Navarra;1918,0;Navarra, Spain;432,0;130,0;1942,0;5486,0;1,0;83,0;1,0;0,0;34,0
1203;2020-04-28;Navarra;1978,0;Navarra, Spain;432,0;130,0;1945,0;5630,0;0,0;60,0;0,0;3,0;144,0
1204;2020-04-29;Navarra;2082,0;Navarra, Spain;448,0;130,0;1951,0;5884,0;16,0;104,0;0,0;6,0;254,0
1205;2020-04-30;Navarra;2113,0;Navarra, Spain;451,0;132,0;1965,0;6140,0;3,0;31,0;2,0;14,0;256,0
1206;2020-05-01;Navarra;2185,0;Navarra, Spain;458,0;132,0;1977,0;6337,0;7,0;72,0;0,0;12,0;197,0
1207;2020-05-02;Navarra;2281,0;Navarra, Spain;460,0;132,0;1979,0;6411,0;2,0;96,0;0,0;2,0;74,0
1208;2020-05-03;Navarra;2411,0;Navarra, Spain;462,0;133,0;1986,0;6427,0;2,0;130,0;1,0;7,0;16,0
1209;2020-05-04;Navarra;2494,0;Navarra, Spain;466,0;133,0;1990,0;6447,0;4,0;83,0;0,0;4,0;20,0
1210;2020-05-05;Navarra;2562,0;Navarra, Spain;471,0;134,0;1995,0;6561,0;5,0;68,0;1,0;5,0;114,0
1211;2020-05-06;Navarra;2628,0;Navarra, Spain;476,0;135,0;2005,0;6770,0;5,0;66,0;1,0;10,0;209,0
1212;2020-05-07;Navarra;2732,0;Navarra, Spain;480,0;135,0;2015,0;7010,0;4,0;104,0;0,0;10,0;240,0
1213;2020-05-08;Navarra;2827,0;Navarra, Spain;484,0;135,0;2015,0;7227,0;4,0;95,0;0,0;0,0;217,0
1214;2020-05-09;Navarra;2917,0;Navarra, Spain;487,0;135,0;2021,0;7442,0;3,0;90,0;0,0;6,0;215,0
1215;2020-05-10;Navarra;3014,0;Navarra, Spain;488,0;135,0;2023,0;7455,0;1,0;97,0;0,0;2,0;13,0
1216;2020-05-11;Navarra;3070,0;Navarra, Spain;490,0;135,0;2029,0;7486,0;2,0;56,0;0,0;6,0;31,0
1217;2020-05-12;Navarra;3155,0;Navarra, Spain;493,0;135,0;2039,0;7637,0;3,0;85,0;0,0;10,0;151,0
1218;2020-05-13;Navarra;3297,0;Navarra, Spain;494,0;135,0;2042,0;7752,0;1,0;142,0;0,0;3,0;115,0
1219;2020-05-14;Navarra;3400,0;Navarra, Spain;498,0;135,0;2045,0;7891,0;4,0;103,0;0,0;3,0;139,0
1220;2020-05-15;Navarra;3550,0;Navarra, Spain;500,0;136,0;2045,0;8082,0;2,0;150,0;1,0;0,0;191,0
1221;2020-05-16;Navarra;3658,0;Navarra, Spain;501,0;136,0;2045,0;8235,0;1,0;108,0;0,0;0,0;153,0
1222;2020-05-17;Navarra;3751,0;Navarra, Spain;503,0;136,0;2045,0;8293,0;2,0;93,0;0,0;0,0;58,0
1223;2020-05-18;Navarra;3905,0;Navarra, Spain;503,0;136,0;2045,0;8335,0;0,0;154,0;0,0;0,0;42,0
1549;2020-05-19;Navarra;3905,0;Navarra, Spain;503,0;136,0;2045,0;8340,0;0,0;0,0;0,0;0,0;5,0
1550;2020-05-20;Navarra;3905,0;Navarra, Spain;503,0;136,0;2048,0;8349,0;0,0;0,0;0,0;3,0;9,0
1551;2020-05-21;Navarra;3905,0;Navarra, Spain;506,0;136,0;2048,0;8352,0;3,0;0,0;0,0;0,0;3,0
1552;2020-05-22;Navarra;3905,0;Navarra, Spain;508,0;136,0;2049,0;8352,0;2,0;0,0;0,0;1,0;0,0
1553;2020-05-23;Navarra;3905,0;Navarra, Spain;509,0;137,0;2050,0;8352,0;1,0;0,0;1,0;1,0;0,0
1554;2020-05-24;Navarra;3905,0;Navarra, Spain;509,0;137,0;2050,0;8352,0;0,0;0,0;0,0;0,0;0,0
1764;2020-02-21;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1765;2020-02-22;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1766;2020-02-23;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1767;2020-02-24;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1768;2020-02-25;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1769;2020-02-26;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1770;2020-02-27;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1771;2020-02-28;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
1772;2020-02-29;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;2,0
1224;2020-03-01;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;1,0
1773;2020-03-02;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;6,0
1774;2020-03-03;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;13,0;0,0;0,0;0,0;0,0;4,0
1555;2020-03-04;País Vasco;0,0;País Vasco, Spain;0,0;0,0;0,0;17,0;0,0;0,0;0,0;0,0;4,0
1556;2020-03-05;País Vasco;0,0;País Vasco, Spain;1,0;0,0;0,0;17,0;1,0;0,0;0,0;0,0;0,0
1557;2020-03-06;País Vasco;0,0;País Vasco, Spain;1,0;0,0;0,0;45,0;0,0;0,0;0,0;0,0;28,0
1558;2020-03-07;País Vasco;0,0;País Vasco, Spain;1,0;0,0;0,0;45,0;0,0;0,0;0,0;0,0;0,0
1559;2020-03-08;País Vasco;0,0;País Vasco, Spain;5,0;0,0;0,0;70,0;4,0;0,0;0,0;0,0;25,0
1225;2020-03-09;País Vasco;2,0;País Vasco, Spain;6,0;5,0;0,0;149,0;1,0;2,0;5,0;0,0;79,0
1226;2020-03-10;País Vasco;2,0;País Vasco, Spain;6,0;5,0;0,0;195,0;0,0;0,0;0,0;0,0;46,0
1227;2020-03-11;País Vasco;2,0;País Vasco, Spain;6,0;15,0;102,0;225,0;0,0;0,0;10,0;102,0;30,0
1228;2020-03-12;País Vasco;2,0;País Vasco, Spain;11,0;18,0;146,0;346,0;5,0;0,0;3,0;44,0;121,0
1229;2020-03-13;País Vasco;2,0;País Vasco, Spain;14,0;20,0;179,0;417,0;3,0;0,0;2,0;33,0;71,0
1230;2020-03-14;País Vasco;5,0;País Vasco, Spain;14,0;22,0;179,0;521,0;0,0;3,0;2,0;0,0;104,0
1231;2020-03-15;País Vasco;5,0;País Vasco, Spain;23,0;29,0;262,0;630,0;9,0;0,0;7,0;83,0;109,0
1232;2020-03-16;País Vasco;5,0;País Vasco, Spain;23,0;29,0;262,0;630,0;0,0;0,0;0,0;0,0;0,0
1233;2020-03-17;País Vasco;11,0;País Vasco, Spain;36,0;33,0;309,0;765,0;13,0;6,0;4,0;47,0;135,0
1234;2020-03-18;País Vasco;14,0;País Vasco, Spain;40,0;37,0;353,0;973,0;4,0;3,0;4,0;44,0;208,0
1235;2020-03-19;País Vasco;18,0;País Vasco, Spain;53,0;44,0;455,0;1190,0;13,0;4,0;7,0;102,0;217,0
1236;2020-03-20;País Vasco;21,0;País Vasco, Spain;71,0;53,0;550,0;1465,0;18,0;3,0;9,0;95,0;275,0
1237;2020-03-21;País Vasco;165,0;País Vasco, Spain;85,0;71,0;654,0;1725,0;14,0;144,0;18,0;104,0;260,0
1238;2020-03-22;País Vasco;216,0;País Vasco, Spain;97,0;81,0;988,0;2097,0;12,0;51,0;10,0;334,0;372,0
1239;2020-03-23;País Vasco;283,0;País Vasco, Spain;120,0;92,0;1252,0;2421,0;23,0;67,0;11,0;264,0;324,0
1240;2020-03-24;País Vasco;344,0;País Vasco, Spain;133,0;106,0;1425,0;2728,0;13,0;61,0;14,0;173,0;307,0
1241;2020-03-25;País Vasco;466,0;País Vasco, Spain;155,0;119,0;1577,0;3271,0;22,0;122,0;13,0;152,0;543,0
1242;2020-03-26;País Vasco;621,0;País Vasco, Spain;180,0;137,0;1907,0;3946,0;25,0;155,0;18,0;330,0;675,0
1243;2020-03-27;País Vasco;814,0;País Vasco, Spain;207,0;154,0;2270,0;4601,0;27,0;193,0;17,0;363,0;655,0
1244;2020-03-28;País Vasco;1023,0;País Vasco, Spain;241,0;176,0;2612,0;5136,0;34,0;209,0;22,0;342,0;535,0
1245;2020-03-29;País Vasco;1503,0;País Vasco, Spain;265,0;271,0;3106,0;5740,0;24,0;480,0;95,0;494,0;604,0
1246;2020-03-30;País Vasco;1646,0;País Vasco, Spain;297,0;293,0;3427,0;6057,0;32,0;143,0;22,0;321,0;317,0
1247;2020-03-31;País Vasco;1796,0;País Vasco, Spain;325,0;307,0;3594,0;6320,0;28,0;150,0;14,0;167,0;263,0
1248;2020-04-01;País Vasco;2165,0;País Vasco, Spain;369,0;324,0;3806,0;6838,0;44,0;369,0;17,0;212,0;518,0
1249;2020-04-02;País Vasco;2490,0;País Vasco, Spain;412,0;344,0;4087,0;7317,0;43,0;325,0;20,0;281,0;479,0
1250;2020-04-03;País Vasco;2809,0;País Vasco, Spain;444,0;363,0;4283,0;7827,0;32,0;319,0;19,0;196,0;510,0
1251;2020-04-04;País Vasco;3098,0;País Vasco, Spain;477,0;377,0;4522,0;8187,0;33,0;289,0;14,0;239,0;360,0
1252;2020-04-05;País Vasco;3405,0;País Vasco, Spain;515,0;404,0;4666,0;8628,0;38,0;307,0;27,0;144,0;441,0
1253;2020-04-06;País Vasco;3568,0;País Vasco, Spain;548,0;410,0;4794,0;8810,0;33,0;163,0;6,0;128,0;182,0
1254;2020-04-07;País Vasco;3728,0;País Vasco, Spain;586,0;417,0;4856,0;9021,0;38,0;160,0;7,0;62,0;211,0
1255;2020-04-08;País Vasco;4151,0;País Vasco, Spain;635,0;430,0;4982,0;9452,0;49,0;423,0;13,0;126,0;431,0
1256;2020-04-09;País Vasco;4514,0;País Vasco, Spain;689,0;433,0;5130,0;9806,0;54,0;363,0;3,0;148,0;354,0
1257;2020-04-10;País Vasco;4680,0;País Vasco, Spain;729,0;442,0;5290,0;10103,0;40,0;166,0;9,0;160,0;297,0
1258;2020-04-11;País Vasco;4741,0;País Vasco, Spain;765,0;453,0;5402,0;10515,0;36,0;61,0;11,0;112,0;412,0
1259;2020-04-12;País Vasco;4867,0;País Vasco, Spain;804,0;459,0;5547,0;10772,0;39,0;126,0;6,0;145,0;257,0
1260;2020-04-13;País Vasco;5026,0;País Vasco, Spain;831,0;464,0;5622,0;11018,0;27,0;159,0;5,0;75,0;246,0
1261;2020-04-14;País Vasco;5193,0;País Vasco, Spain;859,0;470,0;5679,0;11226,0;28,0;167,0;6,0;57,0;208,0
1262;2020-04-15;País Vasco;5428,0;País Vasco, Spain;902,0;471,0;5750,0;11475,0;43,0;235,0;1,0;71,0;249,0
1263;2020-04-16;País Vasco;5813,0;País Vasco, Spain;956,0;478,0;5863,0;11790,0;54,0;385,0;7,0;113,0;315,0
1264;2020-04-17;País Vasco;6144,0;País Vasco, Spain;992,0;484,0;5939,0;12089,0;36,0;331,0;6,0;76,0;299,0
1265;2020-04-18;País Vasco;6556,0;País Vasco, Spain;1020,0;490,0;6030,0;12355,0;28,0;412,0;6,0;91,0;266,0
1266;2020-04-19;País Vasco;6972,0;País Vasco, Spain;1062,0;499,0;6086,0;12569,0;42,0;416,0;9,0;56,0;214,0
1267;2020-04-20;País Vasco;7124,0;País Vasco, Spain;1081,0;501,0;6109,0;12628,0;19,0;152,0;2,0;23,0;59,0
1268;2020-04-21;País Vasco;7277,0;País Vasco, Spain;1103,0;507,0;6141,0;12810,0;22,0;153,0;6,0;32,0;182,0
1269;2020-04-22;País Vasco;7651,0;País Vasco, Spain;1124,0;513,0;6201,0;13044,0;21,0;374,0;6,0;60,0;234,0
1270;2020-04-23;País Vasco;8136,0;País Vasco, Spain;1167,0;516,0;6260,0;13436,0;43,0;485,0;3,0;59,0;392,0
1271;2020-04-24;País Vasco;8459,0;País Vasco, Spain;1193,0;518,0;6315,0;13780,0;26,0;323,0;2,0;55,0;344,0
1272;2020-04-25;País Vasco;8941,0;País Vasco, Spain;1212,0;525,0;6375,0;14132,0;19,0;482,0;7,0;60,0;352,0
1273;2020-04-26;País Vasco;9602,0;País Vasco, Spain;1230,0;533,0;6426,0;14315,0;18,0;661,0;8,0;51,0;183,0
1274;2020-04-27;País Vasco;9840,0;País Vasco, Spain;1241,0;538,0;6457,0;14412,0;11,0;238,0;5,0;31,0;97,0
1275;2020-04-28;País Vasco;9974,0;País Vasco, Spain;1255,0;539,0;6482,0;14804,0;14,0;134,0;1,0;25,0;392,0
1276;2020-04-29;País Vasco;10474,0;País Vasco, Spain;1274,0;540,0;6522,0;15138,0;19,0;500,0;1,0;40,0;334,0
1277;2020-04-30;País Vasco;10936,0;País Vasco, Spain;1296,0;541,0;6561,0;15519,0;22,0;462,0;1,0;39,0;381,0
1278;2020-05-01;País Vasco;11380,0;País Vasco, Spain;1312,0;544,0;6607,0;15969,0;16,0;444,0;3,0;46,0;450,0
1279;2020-05-02;País Vasco;11805,0;País Vasco, Spain;1321,0;551,0;6659,0;16131,0;9,0;425,0;7,0;52,0;162,0
1280;2020-05-03;País Vasco;12024,0;País Vasco, Spain;1329,0;553,0;6692,0;16203,0;8,0;219,0;2,0;33,0;72,0
1281;2020-05-04;País Vasco;12155,0;País Vasco, Spain;1341,0;554,0;6719,0;16250,0;12,0;131,0;1,0;27,0;47,0
1282;2020-05-05;País Vasco;12251,0;País Vasco, Spain;1353,0;556,0;6736,0;16448,0;12,0;96,0;2,0;17,0;198,0
1283;2020-05-06;País Vasco;12749,0;País Vasco, Spain;1364,0;559,0;6781,0;16692,0;11,0;498,0;3,0;45,0;244,0
1284;2020-05-07;País Vasco;13070,0;País Vasco, Spain;1383,0;561,0;6797,0;16972,0;19,0;321,0;2,0;16,0;280,0
1285;2020-05-08;País Vasco;13540,0;País Vasco, Spain;1390,0;566,0;6818,0;17289,0;7,0;470,0;5,0;21,0;317,0
1286;2020-05-09;País Vasco;13985,0;País Vasco, Spain;1403,0;568,0;6865,0;17603,0;13,0;445,0;2,0;47,0;314,0
1287;2020-05-10;País Vasco;14646,0;País Vasco, Spain;1418,0;571,0;6902,0;17714,0;15,0;661,0;3,0;37,0;111,0
1288;2020-05-11;País Vasco;14718,0;País Vasco, Spain;1423,0;573,0;6922,0;17745,0;5,0;72,0;2,0;20,0;31,0
1289;2020-05-12;País Vasco;14913,0;País Vasco, Spain;1429,0;574,0;6929,0;17895,0;6,0;195,0;1,0;7,0;150,0
1290;2020-05-13;País Vasco;14986,0;País Vasco, Spain;1442,0;575,0;6955,0;18141,0;13,0;73,0;1,0;26,0;246,0
1291;2020-05-14;País Vasco;15256,0;País Vasco, Spain;1454,0;577,0;6994,0;18184,0;12,0;270,0;2,0;39,0;43,0
1292;2020-05-15;País Vasco;15256,0;País Vasco, Spain;1454,0;578,0;7009,0;18213,0;0,0;0,0;1,0;15,0;29,0
1293;2020-05-16;País Vasco;15678,0;País Vasco, Spain;1455,0;578,0;7011,0;18564,0;1,0;422,0;0,0;2,0;351,0
1294;2020-05-17;País Vasco;16028,0;País Vasco, Spain;1459,0;578,0;7015,0;18690,0;4,0;350,0;0,0;4,0;126,0
1295;2020-05-18;País Vasco;16160,0;País Vasco, Spain;1466,0;578,0;7016,0;18729,0;7,0;132,0;0,0;1,0;39,0
1560;2020-05-19;País Vasco;16160,0;País Vasco, Spain;1470,0;578,0;7021,0;18744,0;4,0;0,0;0,0;5,0;15,0
1561;2020-05-20;País Vasco;16160,0;País Vasco, Spain;1480,0;578,0;7024,0;18770,0;10,0;0,0;0,0;3,0;26,0
1562;2020-05-21;País Vasco;16160,0;País Vasco, Spain;1483,0;578,0;7032,0;18779,0;3,0;0,0;0,0;8,0;9,0
1563;2020-05-22;País Vasco;16160,0;País Vasco, Spain;1487,0;578,0;7035,0;18779,0;4,0;0,0;0,0;3,0;0,0
1564;2020-05-23;País Vasco;16160,0;País Vasco, Spain;1494,0;578,0;7039,0;18779,0;7,0;0,0;0,0;4,0;0,0
1565;2020-05-24;País Vasco;16160,0;País Vasco, Spain;1494,0;578,0;7042,0;18779,0;0,0;0,0;0,0;3,0;0,0
1687;2020-02-21;Valencia;0,0;Valencia, Spain;0,0;0,0;26,0;0,0;0,0;0,0;0,0;26,0;0,0
1688;2020-02-22;Valencia;0,0;Valencia, Spain;0,0;1,0;30,0;0,0;0,0;0,0;1,0;4,0;0,0
1689;2020-02-23;Valencia;0,0;Valencia, Spain;0,0;1,0;33,0;0,0;0,0;0,0;0,0;3,0;0,0
1690;2020-02-24;Valencia;0,0;Valencia, Spain;0,0;2,0;38,0;0,0;0,0;0,0;1,0;5,0;0,0
1691;2020-02-25;Valencia;0,0;Valencia, Spain;0,0;2,0;49,0;0,0;0,0;0,0;0,0;11,0;0,0
1692;2020-02-26;Valencia;0,0;Valencia, Spain;0,0;2,0;58,0;1,0;0,0;0,0;0,0;9,0;1,0
1693;2020-02-27;Valencia;0,0;Valencia, Spain;0,0;3,0;63,0;2,0;0,0;0,0;1,0;5,0;1,0
1694;2020-02-28;Valencia;0,0;Valencia, Spain;0,0;3,0;73,0;8,0;0,0;0,0;0,0;10,0;6,0
1695;2020-02-29;Valencia;0,0;Valencia, Spain;0,0;3,0;78,0;10,0;0,0;0,0;0,0;5,0;2,0
720;2020-03-01;Valencia;0,0;Valencia, Spain;0,0;3,0;85,0;15,0;0,0;0,0;0,0;7,0;5,0
1696;2020-03-02;Valencia;0,0;Valencia, Spain;0,0;3,0;88,0;15,0;0,0;0,0;0,0;3,0;0,0
1697;2020-03-03;Valencia;0,0;Valencia, Spain;0,0;3,0;93,0;15,0;0,0;0,0;0,0;5,0;0,0
1478;2020-03-04;Valencia;0,0;Valencia, Spain;1,0;5,0;105,0;19,0;1,0;0,0;2,0;12,0;4,0
1479;2020-03-05;Valencia;0,0;Valencia, Spain;1,0;6,0;117,0;19,0;0,0;0,0;1,0;12,0;0,0
1480;2020-03-06;Valencia;0,0;Valencia, Spain;1,0;8,0;130,0;30,0;0,0;0,0;2,0;13,0;11,0
1481;2020-03-07;Valencia;0,0;Valencia, Spain;1,0;8,0;138,0;30,0;0,0;0,0;0,0;8,0;0,0
1482;2020-03-08;Valencia;0,0;Valencia, Spain;1,0;9,0;146,0;37,0;0,0;0,0;1,0;8,0;7,0
721;2020-03-09;Valencia;1,0;Valencia, Spain;1,0;9,0;153,0;37,0;0,0;1,0;0,0;7,0;0,0
722;2020-03-10;Valencia;1,0;Valencia, Spain;1,0;10,0;171,0;50,0;0,0;0,0;1,0;18,0;13,0
723;2020-03-11;Valencia;1,0;Valencia, Spain;1,0;12,0;200,0;65,0;0,0;0,0;2,0;29,0;15,0
724;2020-03-12;Valencia;1,0;Valencia, Spain;1,0;15,0;232,0;76,0;0,0;0,0;3,0;32,0;11,0
725;2020-03-13;Valencia;2,0;Valencia, Spain;1,0;22,0;271,0;94,0;0,0;1,0;7,0;39,0;18,0
726;2020-03-14;Valencia;2,0;Valencia, Spain;4,0;29,0;307,0;130,0;3,0;0,0;7,0;36,0;36,0
727;2020-03-15;Valencia;2,0;Valencia, Spain;5,0;37,0;339,0;409,0;1,0;0,0;8,0;32,0;279,0
728;2020-03-16;Valencia;2,0;Valencia, Spain;5,0;47,0;390,0;409,0;0,0;0,0;10,0;51,0;0,0
729;2020-03-17;Valencia;12,0;Valencia, Spain;13,0;52,0;456,0;541,0;8,0;10,0;5,0;66,0;132,0
730;2020-03-18;Valencia;16,0;Valencia, Spain;22,0;65,0;530,0;726,0;9,0;4,0;13,0;74,0;185,0
731;2020-03-19;Valencia;19,0;Valencia, Spain;24,0;85,0;647,0;921,0;2,0;3,0;20,0;117,0;195,0
732;2020-03-20;Valencia;20,0;Valencia, Spain;33,0;101,0;777,0;1105,0;9,0;1,0;16,0;130,0;184,0
733;2020-03-21;Valencia;25,0;Valencia, Spain;50,0;129,0;947,0;1363,0;17,0;5,0;28,0;170,0;258,0
734;2020-03-22;Valencia;30,0;Valencia, Spain;69,0;152,0;1136,0;1604,0;19,0;5,0;23,0;189,0;241,0
735;2020-03-23;Valencia;36,0;Valencia, Spain;94,0;181,0;1311,0;1901,0;25,0;6,0;29,0;175,0;297,0
736;2020-03-24;Valencia;37,0;Valencia, Spain;115,0;222,0;1562,0;2167,0;21,0;1,0;41,0;251,0;266,0
737;2020-03-25;Valencia;44,0;Valencia, Spain;143,0;255,0;1842,0;2616,0;28,0;7,0;33,0;280,0;449,0
738;2020-03-26;Valencia;57,0;Valencia, Spain;167,0;289,0;2097,0;3200,0;24,0;13,0;34,0;255,0;584,0
739;2020-03-27;Valencia;73,0;Valencia, Spain;198,0;325,0;2357,0;3532,0;31,0;16,0;36,0;260,0;332,0
740;2020-03-28;Valencia;92,0;Valencia, Spain;234,0;348,0;2606,0;4034,0;36,0;19,0;23,0;249,0;502,0
741;2020-03-29;Valencia;161,0;Valencia, Spain;267,0;375,0;2773,0;4784,0;33,0;69,0;27,0;167,0;750,0
742;2020-03-30;Valencia;185,0;Valencia, Spain;310,0;393,0;2914,0;5110,0;43,0;24,0;18,0;141,0;326,0
743;2020-03-31;Valencia;200,0;Valencia, Spain;339,0;416,0;3111,0;5508,0;29,0;15,0;23,0;197,0;398,0
744;2020-04-01;Valencia;240,0;Valencia, Spain;395,0;434,0;3253,0;5922,0;56,0;40,0;18,0;142,0;414,0
745;2020-04-02;Valencia;432,0;Valencia, Spain;443,0;449,0;3389,0;6308,0;48,0;192,0;15,0;136,0;386,0
746;2020-04-03;Valencia;592,0;Valencia, Spain;511,0;460,0;3492,0;6624,0;68,0;160,0;11,0;103,0;316,0
747;2020-04-04;Valencia;695,0;Valencia, Spain;571,0;470,0;3560,0;6901,0;60,0;103,0;10,0;68,0;277,0
748;2020-04-05;Valencia;812,0;Valencia, Spain;613,0;478,0;3620,0;7184,0;42,0;117,0;8,0;60,0;283,0
749;2020-04-06;Valencia;930,0;Valencia, Spain;637,0;487,0;3668,0;7334,0;24,0;118,0;9,0;48,0;150,0
750;2020-04-07;Valencia;1103,0;Valencia, Spain;672,0;492,0;3698,0;7443,0;35,0;173,0;5,0;30,0;109,0
751;2020-04-08;Valencia;1344,0;Valencia, Spain;724,0;496,0;3713,0;7655,0;52,0;241,0;4,0;15,0;212,0
752;2020-04-09;Valencia;1772,0;Valencia, Spain;767,0;541,0;3815,0;7964,0;43,0;428,0;45,0;102,0;309,0
753;2020-04-10;Valencia;2085,0;Valencia, Spain;796,0;561,0;3987,0;8331,0;29,0;313,0;20,0;172,0;367,0
754;2020-04-11;Valencia;2289,0;Valencia, Spain;818,0;565,0;4132,0;8578,0;22,0;204,0;4,0;145,0;247,0
755;2020-04-12;Valencia;2624,0;Valencia, Spain;838,0;567,0;4149,0;8841,0;20,0;335,0;2,0;17,0;263,0
756;2020-04-13;Valencia;2803,0;Valencia, Spain;876,0;576,0;4269,0;9060,0;38,0;179,0;9,0;120,0;219,0
757;2020-04-14;Valencia;3069,0;Valencia, Spain;907,0;581,0;4397,0;9213,0;31,0;266,0;5,0;128,0;153,0
758;2020-04-15;Valencia;3360,0;Valencia, Spain;945,0;588,0;4465,0;9424,0;38,0;291,0;7,0;68,0;211,0
759;2020-04-16;Valencia;3702,0;Valencia, Spain;972,0;625,0;4524,0;9615,0;27,0;342,0;37,0;59,0;191,0
760;2020-04-17;Valencia;4024,0;Valencia, Spain;999,0;632,0;4605,0;9783,0;27,0;322,0;7,0;81,0;168,0
761;2020-04-18;Valencia;4306,0;Valencia, Spain;1042,0;636,0;4708,0;10117,0;43,0;282,0;4,0;103,0;334,0
762;2020-04-19;Valencia;4547,0;Valencia, Spain;1065,0;643,0;4781,0;10250,0;23,0;241,0;7,0;73,0;133,0
763;2020-04-20;Valencia;4629,0;Valencia, Spain;1079,0;646,0;4827,0;10339,0;14,0;82,0;3,0;46,0;89,0
764;2020-04-21;Valencia;4719,0;Valencia, Spain;1089,0;648,0;4866,0;10399,0;10,0;90,0;2,0;39,0;60,0
